BIN	Q1_25	Q1_5	Q2	Q5	Q10	Q25	Q50	Q100	Q200	Q500
1014570	281	346	440	732	980	1349	1668	2047	2431	3042
1014590	309	385	495	837	1129	1566	1946	2406	2861	3602
1014630	240	292	357	532	655	815	937	1057	1186	1351
1014650	447	528	628	872	1032	1231	1375	1513	1661	1840
1014660	475	556	656	897	1052	1244	1382	1512	1654	1822
1014680	913	1062	1244	1692	1991	2366	2638	2900	3189	3537
1014690	231	291	368	581	737	947	1112	1277	1457	1693
1014710	1001	1185	1413	1992	2389	2900	3280	3650	4058	4563
1014730	174	212	259	377	453	549	618	684	754	839
1014740	227	279	344	510	621	762	867	967	1074	1207
1014750	459	803	1338	3636	5989	10200	14485	19570	25848	36096
1014770	52	64	79	119	146	180	206	230	256	288
1014790	552	670	815	1189	1446	1775	2021	2261	2521	2845
1014850	917	1064	1248	1714	2034	2439	2736	3024	3342	3727
1014890	156	200	266	476	651	901	1123	1354	1603	1977
1014900	3733	4555	5727	9212	11932	15776	19104	22485	26108	31402
1014920	109	143	194	358	498	701	883	1074	1282	1597
1014930	893	1114	1435	2406	3177	4266	5211	6176	7211	8731
1014940	598	742	950	1567	2046	2713	3284	3861	4474	5367
1014950	173	224	301	550	761	1068	1343	1631	1943	2415
1014960	280	357	469	820	1106	1514	1872	2241	2638	3229
1014970	6900	8231	10081	15354	19275	24708	29312	33883	38740	45689
1014990	1855	2236	2773	4327	5517	7171	8591	10016	11527	13718
1015000	125	161	214	383	525	728	909	1097	1300	1605
1015010	571	709	909	1510	1987	2658	3241	3836	4471	5405
1015020	805	970	1200	1850	2333	2990	3543	4089	4663	5483
1015050	1645	1996	2493	3934	5034	6560	7864	9171	10558	12564
1015060	236	298	390	670	898	1218	1499	1787	2095	2551
1015080	1235	1480	1824	2795	3522	4514	5354	6186	7063	8319
1015090	630	748	912	1355	1673	2095	2444	2782	3134	3628
1015120	380	472	593	914	1135	1434	1657	1887	2126	2448
1015130	383	475	596	917	1137	1434	1655	1883	2121	2440
1015150	767	950	1188	1820	2257	2849	3294	3754	4238	4891
1015160	1220	1499	1860	2808	3460	4340	4999	5678	6398	7364
1015180	1359	1644	2012	2965	3615	4487	5131	5794	6495	7427
1015260	9	11	14	20	23	27	30	33	35	39
1015300	130	158	193	279	336	406	457	506	557	619
1015310	12	15	19	28	34	40	45	50	55	60
1015320	2502	2993	3681	5627	7078	9071	10759	12430	14198	16728
1015360	210	263	342	581	776	1053	1297	1548	1817	2217
1015390	212	264	340	563	738	980	1189	1399	1621	1946
1015420	804	988	1252	2030	2635	3478	4204	4937	5716	6852
1015430	817	1002	1266	2043	2647	3487	4210	4939	5714	6844
1015440	992	1196	1483	2293	2898	3723	4420	5108	5833	6872
1015450	2527	2982	3612	5349	6616	8334	9778	11191	12674	14779
1015520	3468	4125	5044	7658	9625	12350	14676	16992	19445	22975
1015540	0	0	0	0	0	0	0	0	0	0
1015560	2383	2856	3517	5390	6786	8701	10322	11927	13624	16053
1015590	133	160	196	294	363	452	525	594	666	766
1015630	1712	2077	2550	3793	4655	5824	6699	7603	8569	9863
1015650	646	796	990	1503	1856	2330	2684	3048	3430	3941
1015670	190	234	290	434	529	653	742	833	925	1046
1015680	1651	1983	2411	3507	4253	5245	5973	6720	7513	8557
1015710	127	151	181	252	296	349	387	421	458	501
1015740	639	773	952	1461	1840	2367	2775	3206	3672	4305
1015750	540	647	787	1167	1437	1803	2078	2363	2667	3070
1015760	1047	1270	1555	2276	2756	3391	3856	4329	4828	5485
1015790	519	633	779	1165	1428	1781	2043	2312	2594	2971
1015800	779	948	1169	1766	2185	2758	3192	3644	4125	4775
1015810	225	267	317	435	510	603	674	747	817	910
1015830	307	369	447	648	785	960	1093	1230	1364	1543
1015840	642	760	900	1235	1450	1720	1925	2134	2338	2607
1015860	378	444	522	701	813	952	1056	1164	1265	1400
1015940	278	334	414	659	867	1173	1434	1733	2047	2526
1015950	1151	1372	1682	2609	3379	4496	5425	6572	7568	9198
1015990	279	333	410	650	855	1162	1427	1746	2062	2571
1016000	2580	3093	3818	5997	7830	10534	12815	15758	18231	22470
1016010	2584	3098	3826	6017	7862	10587	12888	15839	18354	22635
1016080	180	221	281	456	590	773	929	1085	1250	1488
1016090	3570	4272	5259	8111	10292	13340	15962	18595	21394	25450
1016100	2577	3075	3770	5739	7209	9230	10946	12647	14444	17020
1016110	171	212	272	448	585	775	937	1101	1274	1527
1016120	302	370	467	745	956	1241	1482	1722	1974	2336
1016140	415	520	656	1017	1263	1594	1842	2096	2362	2719
1016160	989	1223	1526	2331	2888	3644	4212	4800	5421	6260
1016180	661	827	1041	1612	2009	2543	2946	3357	3793	4372
1016200	19851	23547	28643	43194	53935	68918	81597	94186	107614	126770
1016210	438	540	678	1067	1354	1750	2055	2373	2713	3171
1016220	266	332	418	643	794	994	1140	1288	1440	1641
1016230	413	505	624	924	1122	1379	1563	1749	1940	2188
1016240	446	542	666	981	1189	1460	1654	1851	2053	2315
1016420	225	283	359	562	702	890	1034	1180	1332	1540
1016430	485	607	766	1190	1484	1881	2182	2491	2815	3254
1016450	205	249	303	440	533	650	737	821	911	1022
1016500	254	302	361	511	611	737	831	920	1017	1135
1016510	258	306	366	517	617	744	838	927	1024	1142
1016590	172	215	277	476	650	916	1153	1435	1740	2231
1016680	482	585	735	1199	1599	2207	2741	3445	4065	5163
1016690	265	333	431	738	999	1386	1721	2102	2514	3146
1016740	91	114	149	256	347	481	596	724	866	1079
1016750	414	503	633	1034	1379	1897	2347	2889	3435	4316
1016770	110	137	177	300	406	565	704	860	1036	1304
1016780	238	296	379	639	862	1197	1490	1840	2199	2776
1016790	357	442	565	953	1293	1812	2271	2803	3401	4335
1016810	602	742	944	1568	2099	2887	3564	4359	5176	6456
1016830	329	409	524	883	1187	1636	2022	2459	2929	3645
1016850	114	142	183	311	420	583	724	884	1060	1330
1016950	336	400	485	715	884	1109	1280	1474	1650	1923
1016960	64	76	93	137	169	211	243	278	310	360
1016970	171	204	248	366	451	560	642	734	816	944
1017020	768	915	1106	1625	2003	2505	2888	3324	3718	4334
1017030	150	181	222	336	422	540	633	738	839	994
1017080	840	1012	1236	1845	2285	2861	3297	3790	4232	4924
1017110	833	1011	1243	1881	2342	2950	3412	3934	4407	5146
1017140	1520	1727	1977	2633	3073	3629	4027	4486	4862	5465
1017200	1792	2160	2634	3914	4813	5966	6817	7783	8619	9937
1017210	2015	2428	2958	4391	5397	6688	7641	8724	9660	11136
1017220	2978	3591	4375	6488	7963	9854	11241	12823	14176	16312
1017260	534	664	837	1317	1661	2108	2440	2812	3143	3654
1017310	2479	3025	3724	5633	6968	8663	9917	11333	12566	14529
1017320	3012	3609	4366	6415	7863	9736	11136	12734	14133	16358
1017340	378	469	590	926	1165	1472	1699	1952	2178	2527
1017350	3248	3713	4274	5742	6721	7959	8842	9863	10690	12018
1017420	698	840	1012	1454	1754	2140	2437	2742	3047	3452
1017430	707	850	1026	1474	1779	2172	2473	2784	3093	3505
1017440	616	744	906	1337	1638	2033	2335	2648	2960	3375
1017460	1429	1713	2062	2969	3588	4389	4997	5623	6244	7064
1017480	150	187	236	373	475	611	719	832	949	1108
1017490	108	136	173	281	364	477	567	661	759	894
1017500	110	138	176	286	370	485	576	672	772	909
1017530	3560	4176	4930	6811	8042	9600	10733	11892	12999	14415
1017540	1129	1351	1627	2340	2826	3453	3925	4411	4890	5519
1017550	85	106	134	213	272	352	415	481	549	641
1017560	116	144	182	288	368	474	558	646	735	857
1017570	124	155	195	310	395	510	600	695	791	923
1017610	1024	1227	1478	2123	2561	3124	3550	3989	4422	4996
1017630	922	1108	1339	1941	2353	2887	3293	3712	4127	4679
1017660	202	252	328	545	728	996	1235	1489	1768	2152
1017680	244	310	414	718	980	1372	1729	2116	2553	3169
1017690	194	245	324	555	752	1049	1318	1608	1934	2390
1017700	283	358	472	804	1087	1508	1888	2298	2756	3396
1017710	309	390	513	870	1173	1621	2023	2455	2937	3607
1017720	157	196	257	430	577	795	991	1199	1431	1750
1017740	176	219	284	469	626	856	1059	1275	1512	1836
1017761	5612	6703	8235	12720	16400	21741	26152	32367	36483	44412
1017830	1097	1310	1611	2524	3296	4435	5397	6549	7659	9414
1017900	69	86	111	189	256	358	447	549	664	842
1017910	539	665	847	1410	1890	2606	3223	3939	4694	5866
1017940	102	126	165	272	364	503	628	761	910	1113
1017950	112	138	180	294	392	538	670	808	962	1171
1017960	148	183	236	384	510	694	859	1031	1221	1479
1017970	143	185	247	445	615	869	1090	1339	1619	2046
1017980	115	147	194	346	479	681	862	1069	1307	1679
1017990	459	586	771	1359	1867	2630	3297	4055	4908	6214
1018010	432	538	693	1183	1607	2250	2814	3473	4192	5322
1018020	1489	1834	2330	3856	5159	7106	8780	10797	12803	16016
1018050	2153	2545	3097	4732	6091	8077	9736	12013	13642	16670
1018410	340	428	556	952	1275	1735	2141	2559	3010	3679
1018460	235	296	386	659	878	1187	1455	1729	2022	2454
1018490	164	210	277	486	657	899	1112	1332	1568	1919
1018500	439	544	695	1141	1488	1969	2381	2796	3238	3880
1018510	1192	1453	1824	2899	3718	4849	5813	6778	7801	9278
1018520	126	163	220	402	557	781	980	1190	1417	1760
1018540	442	544	689	1114	1440	1888	2269	2652	3056	3642
1018600	10538	12278	14357	19460	22765	26951	29997	33107	36096	39906
1018610	130	161	202	318	404	520	610	705	802	934
1018620	54	69	88	144	188	247	295	346	400	474
1018640	3893	4616	5504	7787	9336	11334	12828	14362	15869	17831
1018670	171	209	258	389	483	606	703	803	905	1043
1018710	0	0	0	0	0	0	0	0	0	0
1018720	1665	1978	2367	3364	4041	4914	5570	6243	6903	7765
1018730	223	275	342	530	670	857	1005	1160	1318	1534
1018740	1442	1713	2051	2915	3501	4257	4824	5407	5977	6722
1018750	126	157	198	314	402	521	616	716	820	964
1018760	915	1087	1303	1853	2225	2705	3064	3434	3793	4262
1018770	97	120	151	240	308	399	472	549	629	738
1018790	163	201	250	383	480	609	712	818	927	1076
1018810	450	536	641	901	1072	1289	1452	1619	1781	1995
1018820	328	407	508	767	938	1162	1328	1494	1666	1895
1018890	773	899	1059	1489	1804	2223	2544	2911	3242	3764
1018900	191	225	269	389	476	592	681	782	874	1018
1018910	2572	2937	3388	4586	5436	6543	7374	8334	9166	10507
1018950	2931	3335	3822	5109	5991	7133	7966	8931	9737	11025
1018960	13159	14587	16241	20633	23635	27489	30294	33628	36301	40752
1018970	569	679	821	1207	1484	1847	2119	2427	2702	3131
1018980	355	423	510	745	912	1128	1289	1470	1632	1886
1018990	434	517	623	911	1116	1382	1581	1804	2005	2319
1019000	3372	3803	4317	5674	6598	7773	8630	9623	10447	11790
1019600	5081	6208	7820	12618	16603	22495	27479	34694	39524	49148
1019650	411	528	698	1237	1698	2387	2984	3659	4410	5555
1019670	240	309	411	735	1012	1425	1785	2190	2642	3332
1019680	2519	3217	4233	7409	10124	14178	17663	21718	26013	32669
1019700	1426	1845	2462	4421	6106	8639	10838	13370	16142	20423
1019710	99	129	173	314	435	615	773	950	1150	1455
1019720	42	55	74	136	190	270	340	419	508	646
1019760	3427	4262	5515	9030	11893	15902	19437	23231	27377	33111
1019800	193	240	306	499	658	884	1079	1280	1498	1790
1019810	225	280	357	584	771	1036	1265	1501	1758	2102
1019820	227	284	362	591	781	1050	1282	1521	1781	2130
1019830	83	104	132	214	283	383	469	556	652	779
1019840	0	0	0	0	0	0	0	0	0	0
1019850	161	198	246	378	475	606	709	817	928	1078
1019870	2888	3444	4138	5961	7225	8872	10116	11396	12665	14327
1019880	292	360	446	687	862	1097	1283	1476	1674	1943
1019900	228	282	352	546	690	883	1036	1196	1360	1585
1019910	210	256	316	476	591	742	860	983	1107	1275
1019930	372	433	511	718	863	1048	1186	1342	1479	1698
1019950	1405	1626	1887	2472	2826	3263	3581	3907	4210	4600
1019960	265	320	390	574	702	868	994	1125	1254	1425
1019970	1153	1331	1540	2000	2274	2612	2858	3111	3345	3647
1019980	148	182	224	340	423	532	618	707	797	919
1020010	261	308	364	493	574	675	752	830	906	1006
1020020	854	1025	1248	1859	2306	2902	3359	3880	4355	5099
1020090	43	52	64	96	120	152	177	205	232	273
1020110	9100	10246	11614	15232	17744	20974	23356	26151	28467	32272
1020120	391	464	561	827	1028	1304	1520	1767	2000	2361
1020130	165	196	236	347	431	547	637	740	838	987
1020140	862	1016	1216	1756	2155	2692	3105	3578	4008	4682
1020160	265	309	365	517	626	769	877	1000	1110	1283
1020170	7997	9049	10312	13647	15957	18908	21085	23626	25741	29219
1020190	1643	1903	2229	3103	3732	4560	5189	5911	6553	7577
1020200	1618	1878	2204	3078	3707	4535	5164	5885	6527	7553
1020210	4417	5041	5797	7796	9175	10921	12211	13701	14958	17020
1020250	1540	1721	1941	2522	2921	3434	3809	4243	4607	5194
1020270	34	40	47	69	84	104	119	135	151	174
1020280	639	748	888	1261	1523	1860	2110	2392	2640	3032
1020290	152	180	218	318	390	484	555	634	705	815
1020300	286	335	398	565	682	833	945	1070	1181	1355
1020310	1547	1803	2124	2975	3569	4327	4887	5526	6075	6953
1020340	479	574	698	1033	1274	1587	1822	2088	2324	2692
1020350	709	846	1024	1501	1839	2276	2601	2968	3291	3798
1020360	430	519	636	954	1184	1483	1708	1961	2188	2539
1020460	308	368	446	656	805	998	1142	1304	1448	1673
1020470	230	275	335	497	614	765	879	1007	1121	1299
1020480	3109	3649	4325	6119	7361	8933	10091	11413	12541	14360
1020500	915	1083	1300	1879	2288	2815	3205	3648	4034	4643
1020510	114	137	167	251	311	391	451	519	580	674
1020550	1073	1242	1454	2016	2411	2916	3293	3722	4096	4697
1020560	1089	1258	1471	2036	2432	2940	3318	3749	4125	4728
1020580	166	196	236	342	418	515	588	669	742	856
1020590	996	1165	1378	1945	2342	2847	3222	3647	4018	4613
1020610	236	281	338	493	606	756	870	999	1118	1305
1020630	706	837	1005	1454	1770	2174	2474	2812	3108	3574
1020640	261	314	383	572	707	882	1014	1163	1297	1505
1020680	2137	2452	2835	3847	4540	5432	6083	6832	7463	8468
1020720	6417	7350	8487	11490	13583	16304	18309	20647	22609	25760
1020740	2371	2729	3173	4349	5172	6222	7002	7897	8665	9909
1020760	398	497	629	1025	1346	1791	2168	2554	2969	3524
1020770	373	467	591	964	1268	1689	2048	2416	2812	3342
1020780	752	942	1196	1958	2573	3419	4139	4883	5684	6762
1020790	9187	11203	14061	22096	28487	37018	44430	52260	60718	72329
1020800	239	297	374	603	790	1052	1276	1505	1751	2077
1020820	1050	1316	1692	2798	3702	4964	6058	7210	8463	10177
1020850	137	173	225	377	507	698	867	1047	1245	1517
1020860	2104	2606	3337	5421	7122	9493	11574	13782	16194	19516
1020870	687	863	1126	1883	2515	3427	4238	5106	6064	7391
1020880	482	600	773	1267	1678	2264	2779	3322	3916	4726
1020900	539	678	878	1465	1952	2648	3259	3906	4615	5590
1020920	451	572	751	1283	1730	2378	2953	3568	4250	5200
1020930	1255	1585	2064	3481	4648	6296	7740	9281	10974	13322
1020950	47	61	83	150	210	303	389	484	593	749
1020960	328	426	580	1057	1472	2100	2677	3317	4049	5106
1020970	11554	14394	18687	30916	40833	54519	66690	79959	94574	115220
1020980	733	931	1223	2091	2817	3860	4785	5776	6875	8408
1021000	220	283	378	666	914	1284	1619	1982	2392	2973
1021020	1897	2442	3265	5785	7909	10974	13734	16768	20180	25082
1021040	405	496	615	943	1181	1491	1726	1990	2230	2606
1021120	592	701	840	1214	1476	1813	2063	2344	2592	2985
1021130	707	836	1000	1439	1748	2144	2439	2772	3065	3528
1021150	176	207	247	354	430	528	601	683	757	873
1021160	1879	2204	2614	3706	4473	5453	6182	7012	7730	8880
1021170	8166	9373	10837	14688	17331	20673	23121	25963	28321	32188
1021180	209	248	298	434	531	658	753	859	955	1104
1021190	4200	4874	5706	7907	9428	11355	12773	14403	15781	18016
1021200	206	243	291	422	515	638	729	832	925	1069
1021210	913	1049	1221	1676	1997	2413	2722	3074	3381	3867
1021250	376	443	530	761	922	1128	1280	1450	1600	1836
1021260	139	165	198	288	351	431	492	558	619	713
1021270	3796	4256	4802	6236	7201	8429	9310	10340	11171	12524
1021280	288	333	391	542	647	780	877	987	1082	1231
1021340	187	230	288	451	571	733	857	997	1127	1328
1021350	1094	1326	1627	2447	3034	3797	4370	5018	5595	6501
1021360	2929	3694	4849	8243	11062	15068	18657	22569	26928	33117
1021380	223	290	396	721	1006	1443	1847	2295	2810	3554
1021400	582	712	883	1357	1705	2171	2529	2934	3307	3889
1021500	163	194	231	319	375	444	492	538	586	644
1021510	1148	1336	1570	2168	2581	3112	3506	3890	4317	4842
1021520	87	105	127	180	214	254	283	309	337	370
1021530	237	287	348	503	606	736	832	925	1025	1148
1021550	141	171	207	302	367	449	511	570	633	711
1021750	1986	2341	2809	4059	4955	6160	7060	7987	8993	10305
1021770	90	101	115	149	171	196	213	229	246	266
1021790	94	110	129	175	203	237	261	283	306	333
1021820	547	635	744	1007	1179	1392	1546	1693	1852	2044
1021830	2503	2976	3615	5373	6646	8381	9774	11172	12664	14726
1021860	772	927	1132	1707	2130	2714	3162	3631	4140	4823
1021920	10452	11940	13929	19202	22946	28005	31863	35761	40033	45650
1021970	3120	3706	4467	6518	7989	10006	11537	13131	14875	17206
1021980	1809	2139	2556	3614	4329	5272	5967	6668	7426	8406
1021990	1936	2320	2814	4123	5044	6290	7230	8198	9247	10640
1022010	654	1088	1746	4582	7547	12950	18528	25271	33781	47847
1022020	93	109	129	178	209	247	275	301	329	362
1022030	65	77	92	130	154	185	208	229	252	279
1022050	1138	1325	1558	2155	2568	3099	3493	3878	4305	4831
1022060	358	420	496	687	815	975	1093	1206	1329	1479
1022080	772	929	1138	1724	2156	2756	3217	3700	4224	4931
1022090	780	938	1148	1737	2170	2770	3232	3715	4239	4945
1022100	183	216	257	358	423	504	563	619	678	750
1022120	471	547	640	866	1014	1196	1325	1449	1583	1741
1022230	208	265	348	611	835	1171	1462	1793	2160	2721
1022300	5426	6250	7407	10481	12783	15984	18490	23975	24291	28654
1022310	5848	7062	8783	13764	17793	23626	28456	35921	39890	48801
1022360	169	209	266	443	590	807	992	1218	1428	1772
1022380	476	606	795	1390	1897	2651	3302	4039	4847	6078
1022390	4390	5279	6531	10267	13383	17948	21765	26735	30751	37705
1022400	392	486	621	1042	1400	1929	2384	2908	3461	4315
1022410	538	668	854	1430	1916	2634	3246	3939	4682	5807
1022430	272	338	434	728	975	1336	1643	2002	2359	2920
1022450	2563	3023	3668	5522	7010	9135	10865	13490	14855	17876
1022530	2068	2365	2725	3677	4328	5167	5779	6484	7076	8018
1022920	1041	1210	1420	1935	2276	2711	3028	3337	3673	4090
1022940	526	635	773	1130	1373	1693	1931	2169	2423	2753
1022950	224	260	305	412	480	564	623	679	738	809
1022969	2159	2583	3133	4561	5549	6877	7862	8877	9965	11405
1023080	1248	1495	1807	2624	3195	3947	4511	5074	5690	6474
1023170	2127	2569	3185	4929	6213	7962	9427	10869	12393	14561
1023190	286	362	474	815	1091	1481	1821	2170	2543	3096
1023240	227	297	403	748	1045	1478	1868	2279	2727	3406
1023260	440	553	717	1214	1606	2154	2626	3105	3617	4365
1023310	227	286	361	560	695	875	1011	1148	1291	1482
1023380	1659	1986	2398	3431	4121	5025	5687	6353	7066	7987
1023390	85	108	141	247	338	475	596	737	889	1130
1023410	2541	3036	3748	5894	7716	10464	12835	16279	18696	23499
1023440	72	90	117	203	279	396	501	625	764	988
1023450	105	130	167	285	390	555	705	886	1086	1416
1023460	1177	1485	1935	3330	4457	6069	7479	8933	10503	12825
1023470	103	133	178	317	429	587	724	865	1016	1238
1023480	84	110	149	271	374	519	647	780	923	1136
1023490	355	455	605	1073	1458	2009	2491	2991	3531	4333
1023510	186	246	338	644	908	1297	1646	2017	2423	3039
1023520	771	994	1326	2387	3270	4552	5685	6870	8159	10087
1023549	328	422	563	1009	1379	1911	2381	2870	3399	4190
1023560	424	537	703	1208	1613	2183	2678	3183	3724	4521
1023570	217	282	379	691	954	1333	1669	2021	2402	2974
1023600	1152	1470	1938	3414	4628	6384	7930	9541	11291	13897
1023610	2898	3584	4563	7489	9760	12953	15692	18469	21445	25774
1023620	314	410	555	1025	1422	2001	2516	3057	3646	4532
1023630	203	267	365	688	964	1369	1730	2110	2526	3155
1023640	85	114	159	309	439	632	806	991	1193	1500
1023650	1375	1732	2251	3841	5105	6895	8444	10029	11735	14239
1023660	175	230	312	576	796	1112	1390	1678	1991	2458
1023670	16364	19331	23418	34999	43517	55357	65367	75277	85819	100836
1023690	343	435	554	875	1097	1395	1620	1850	2090	2411
1023710	203	250	310	461	560	685	777	866	959	1077
