BIN	Q1_25	Q1_5	Q2	Q5	Q10	Q25	Q50	Q100	Q200	Q500
3364370	94	118	152	252	336	459	567	679	803	971
3364710	318	396	511	879	1204	1704	2153	2684	3276	4223
3364720	321	400	516	887	1214	1719	2170	2706	3301	4254
3364790	320	399	515	886	1212	1716	2167	2702	3296	4248
3364810	457	558	703	1149	1528	2094	2582	3184	3754	4695
3364820	335	418	539	915	1236	1714	2127	2610	3114	3905
3364830	8145	9957	12369	19313	24732	31780	37734	43901	50448	59270
3364860	125	153	194	327	445	629	797	1009	1228	1602
3364960	314	403	535	952	1308	1840	2301	2821	3401	4283
3364970	212	261	333	560	759	1065	1339	1687	2028	2612
3365040	3	3	5	9	12	18	22	27	33	42
3365120	207	256	328	555	751	1049	1311	1621	1952	2479
3365130	38	47	60	103	139	193	240	294	353	444
3365140	179	216	269	434	576	790	978	1221	1438	1817
3365150	640	784	989	1616	2146	2928	3595	4395	5172	6413
3365170	107	132	170	287	389	542	677	832	1004	1271
3365180	250	305	380	591	763	1003	1207	1412	1632	1917
3365190	431	535	687	1161	1571	2189	2731	3376	4051	5129
3365200	1037	1318	1726	3001	4085	5697	7080	8675	10370	12981
3365210	264	332	431	743	1009	1406	1750	2144	2573	3233
3365220	140	169	211	340	450	616	760	933	1106	1386
3365230	258	315	393	610	787	1034	1244	1456	1682	1975
3365690	150	194	262	473	656	935	1189	1468	1786	2240
3365760	354	418	495	678	795	939	1043	1141	1246	1372
3365770	442	519	612	835	978	1154	1280	1399	1528	1683
3365800	135	153	174	223	252	287	310	332	355	381
3365810	664	790	955	1397	1708	2128	2441	2763	3108	3562
3365840	1218	1385	1590	2134	2512	3004	3367	3784	4142	4713
3365870	369	430	507	715	862	1053	1196	1357	1501	1728
3365910	519	608	723	1031	1253	1544	1764	2013	2236	2585
3365920	517	606	721	1028	1250	1540	1759	2008	2230	2578
3366140	168	203	250	377	471	596	691	798	898	1051
3366160	299	354	426	620	759	938	1073	1225	1361	1576
3366170	302	359	433	632	775	960	1100	1257	1398	1618
3366180	887	1037	1227	1733	2087	2539	2875	3255	3588	4120
3366190	458	536	635	900	1087	1327	1507	1710	1889	2174
3366370	76	96	122	190	235	295	339	383	428	487
3366390	77	91	109	152	178	210	233	254	276	301
3366410	43	55	71	112	140	177	204	230	257	293
3366420	160	202	258	411	520	668	780	897	1019	1185
3366430	1097	1353	1684	2559	3163	3981	4594	5228	5899	6802
3366440	176	222	290	494	658	888	1088	1292	1510	1831
3366590	16	19	23	35	43	53	61	70	78	90
3366600	110	133	164	249	310	390	450	517	578	672
3366610	535	639	772	1136	1400	1754	2023	2329	2607	3039
3366670	252	305	373	561	695	870	1003	1151	1286	1496
3366690	196	238	295	450	564	715	830	959	1078	1260
3366710	432	526	650	989	1234	1554	1796	2068	2315	2700
3366730	699	806	940	1294	1539	1852	2081	2341	2565	2920
3366740	673	779	912	1266	1511	1824	2055	2317	2543	2901
3366810	221	284	379	678	925	1276	1585	1905	2250	2764
3366840	157	191	234	349	428	532	612	695	777	888
3366900	538	647	781	1127	1365	1676	1916	2165	2413	2745
3366920	180	214	257	374	457	564	644	733	813	937
3366950	3265	3714	4257	5683	6652	7877	8768	9797	10649	12035
3366960	67	84	106	162	198	244	278	311	345	390
3366970	62	80	103	164	205	259	299	339	379	434
3367010	369	458	576	902	1135	1432	1653	1899	2117	2456
3367020	192	221	257	342	396	460	506	549	594	648
3367070	182	223	276	420	523	659	765	876	988	1139
3367110	47	62	84	158	221	313	395	482	576	718
3367120	686	825	1009	1515	1877	2376	2754	3150	3574	4147
3367130	151	183	224	329	402	497	571	647	724	827
3367190	101	122	151	229	287	364	423	490	552	649
3367200	96	115	142	214	266	336	390	449	505	591
3367230	3831	4270	4846	6243	7132	8285	9215	10060	10933	12104
3367240	182	225	281	440	558	718	844	976	1111	1296
3367260	120	142	171	251	310	391	453	524	591	695
3367280	96	109	126	168	196	229	253	275	299	327
3367290	141	176	221	342	423	533	615	699	785	902
3367300	290	359	452	714	905	1170	1376	1592	1822	2137
3367310	323	396	491	744	919	1152	1327	1507	1695	1946
3367340	321	397	497	780	991	1276	1501	1736	1978	2308
3367350	93	121	161	297	417	610	796	1007	1261	1668
3367360	5	6	8	14	19	25	31	37	43	52
3367370	169	206	261	417	538	703	845	987	1136	1353
3367380	109	137	173	283	374	502	611	721	840	999
3367390	85	106	137	227	298	397	482	569	661	795
3367400	8304	9655	11258	15117	17539	20552	22706	24903	26975	29609
3367420	166	189	218	286	330	382	419	453	490	533
3367430	111	136	169	262	329	416	481	554	619	721
3367460	143	174	215	329	411	519	599	690	772	899
3367480	5	6	7	12	16	22	26	31	36	43
3367490	371	441	542	850	1111	1498	1830	2242	2621	3247
3367520	330	403	507	826	1093	1487	1824	2257	2626	3266
3367560	96	119	148	229	288	365	426	490	554	643
3367570	4111	5027	6241	9709	12422	15982	18969	22030	25263	29553
3367590	20	26	34	58	78	105	129	153	179	217
3367700	120	149	190	311	404	531	639	748	862	1027
3367710	160	202	263	449	597	804	983	1166	1361	1647
3367720	97	117	142	209	255	314	361	408	456	520
3367740	114	143	181	293	378	494	586	684	785	923
3367780	154	197	262	469	646	912	1145	1409	1705	2160
3367800	111	134	163	234	281	339	380	420	461	511
3367810	83	104	134	222	292	389	474	559	649	782
3367830	76	97	124	208	273	363	435	511	589	699
3367870	17850	20695	24052	32198	37337	43753	48320	52974	57377	62931
3367880	61	77	99	164	216	286	347	408	473	568
3367890	139	172	219	356	462	604	726	847	974	1158
3367910	238	280	335	481	585	720	821	934	1035	1193
3367930	275	354	470	835	1134	1562	1937	2326	2744	3367
3367940	128	169	233	445	630	903	1149	1411	1698	2135
3367960	46	56	68	96	114	135	150	164	178	195
3367990	133	165	206	323	409	525	616	712	809	942
3368020	44	54	66	99	124	155	180	204	229	262
3368070	53	65	80	116	139	167	188	206	226	250
3368090	48	60	74	111	136	169	192	215	240	269
3368100	78	92	109	153	182	219	245	270	297	329
3368110	112	137	173	276	355	462	554	645	740	878
3368160	757	961	1260	2190	2944	4021	4961	5933	6983	8536
3368190	171	211	262	389	472	577	654	730	808	908
3368200	118	149	196	338	455	621	766	916	1077	1316
3368240	177	221	280	455	599	802	976	1154	1347	1604
3368250	70	91	122	221	305	426	534	647	769	954
3368270	211	249	295	409	484	576	643	707	775	858
3368300	131	165	212	355	474	643	789	939	1102	1323
3368310	166	210	269	450	601	814	997	1185	1391	1669
3368330	159	195	247	397	512	669	803	936	1076	1280
3368340	65	85	114	208	287	403	507	616	734	913
3368350	282	336	403	567	674	811	914	1020	1123	1259
3368380	271	326	405	648	853	1158	1420	1746	2044	2542
3368440	46	59	78	138	188	259	322	387	457	561
3368960	101	125	161	269	356	479	586	696	813	986
3368970	106	132	169	280	368	492	600	709	826	997
3368980	259	316	400	663	893	1244	1555	1930	2323	2962
3368990	257	315	398	660	889	1239	1548	1922	2314	2951
3369000	202	248	314	522	705	984	1231	1528	1844	2354
3369010	292	358	454	751	1003	1378	1700	2072	2464	3071
3369020	82	102	130	210	270	349	415	480	548	644
3369040	174	212	266	432	574	783	963	1168	1387	1722
3369120	24	32	44	87	126	184	236	293	354	450
3369170	2469	2819	3251	4399	5214	6274	7070	7988	8785	10068
3369220	215	265	332	517	649	820	946	1087	1214	1411
3369230	66	80	98	150	188	238	276	318	357	417
3369240	190	236	298	471	597	763	888	1028	1155	1350
3369250	413	518	672	1139	1513	2042	2502	2974	3478	4223
3369260	69	83	101	143	169	201	223	244	266	291
3369270	170	208	257	387	480	603	699	799	900	1037
3369300	71	88	111	186	252	354	445	553	672	863
3369310	247	299	364	536	655	809	928	1051	1174	1338
3369330	225	277	344	531	667	850	994	1145	1298	1507
3369340	51	65	82	133	172	225	268	313	360	425
3369350	190	234	290	448	564	718	841	968	1098	1275
3369400	168	220	299	555	772	1087	1367	1660	1979	2458
3369420	8235	10030	12391	19131	24350	31081	36717	42507	48606	56730
3369440	153	180	215	302	361	435	488	540	595	662
3369450	153	180	215	302	361	435	488	540	595	662
3369460	145	180	227	366	481	644	784	926	1080	1284
3369470	151	187	234	363	459	590	694	804	917	1073
3369480	172	207	256	392	492	626	738	847	961	1123
3369500	2	2	3	5	6	8	9	10	12	14
3369510	106	137	184	329	448	616	762	912	1074	1313
3369520	63	76	93	135	163	199	227	256	285	323
3369530	61	73	89	129	156	190	217	245	272	309
3369540	268	330	412	629	776	974	1121	1272	1429	1640
3369560	250	324	437	796	1097	1532	1916	2318	2753	3406
3369570	108	132	163	253	326	428	514	599	689	805
3369600	104	127	156	224	268	322	360	396	434	479
3369620	506	578	668	907	1074	1290	1451	1634	1793	2045
3369630	82	104	136	230	311	431	539	653	780	954
3369670	344	414	515	826	1094	1493	1838	2233	2660	3313
3369680	437	531	669	1102	1482	2070	2595	3258	3917	5032
3369700	69	87	110	180	238	322	394	467	547	653
3369720	65	81	102	164	216	290	352	415	483	573
3369730	137	172	224	380	505	680	832	987	1153	1397
3369740	159	205	272	489	674	950	1190	1460	1763	2224
3369760	123	160	215	392	540	750	935	1126	1333	1641
3369780	103	134	179	325	446	619	772	932	1104	1361
3369810	206	249	311	486	619	798	951	1102	1260	1487
3369820	207	251	314	491	626	810	965	1120	1281	1515
3369830	22	28	36	56	69	86	98	110	121	136
3369850	108	137	181	313	420	571	703	838	981	1194
3369860	124	150	186	285	357	453	525	606	679	792
3369870	204	255	322	511	646	820	949	1092	1221	1420
3369880	134	169	217	352	451	582	680	789	889	1040
3369890	250	312	395	628	797	1017	1181	1365	1530	1785
3369900	6411	7650	9353	14105	17519	22159	26011	29772	33750	39350
3369950	52	69	94	180	254	362	459	562	675	845
3370070	121	147	184	299	396	541	668	823	971	1216
3370080	2644	3156	3809	5560	6790	8368	9535	10866	12013	13833
3370100	311	366	437	630	773	965	1113	1281	1436	1676
3370110	136	158	187	265	322	400	459	526	587	683
3370120	59	74	94	153	199	260	312	363	417	495
3370160	155	194	251	429	583	813	1014	1247	1500	1894
3370200	225	279	357	594	786	1057	1295	1540	1802	2190
3370220	123	146	176	246	291	346	385	422	460	506
3370250	185	215	253	356	430	527	600	682	756	872
3370280	4665	5510	6681	9966	12396	15742	18578	21378	24337	28563
3370290	194	246	324	557	754	1046	1308	1588	1900	2335
3370310	139	172	215	335	423	540	627	725	814	950
3370320	953	1132	1380	2055	2539	3184	3720	4238	4779	5540
3370340	246	303	386	644	863	1187	1466	1781	2123	2643
3370370	132	161	201	310	388	489	565	649	725	842
3370390	663	796	974	1475	1843	2354	2746	3157	3601	4200
3370400	168	206	256	392	491	624	728	837	947	1098
3370420	423	489	571	788	937	1131	1273	1434	1574	1793
3370430	199	238	289	428	528	657	753	861	959	1110
3370440	235	295	381	644	855	1153	1413	1680	1964	2384
3370450	226	281	355	561	707	896	1037	1192	1332	1549
3370480	352	404	469	631	740	876	974	1068	1172	1295
3370500	134	169	222	383	515	700	863	1029	1208	1473
3370550	7	9	12	20	26	35	42	50	58	69
3370560	479	555	654	917	1107	1356	1545	1760	1952	2254
3370580	90	109	139	217	283	382	470	561	660	792
3370610	41	52	68	114	151	201	242	284	329	392
3370620	1393	1673	2072	3251	4219	5639	6834	8599	9687	11947
3370640	130	160	201	322	421	561	679	799	928	1097
3370660	50	63	80	130	168	221	263	308	354	418
3370680	135	169	214	351	465	624	760	899	1048	1248
3370700	48	60	76	123	163	220	269	318	372	443
3370710	310	388	491	802	1055	1407	1708	2015	2347	2791
3370720	194	240	300	475	618	817	985	1155	1336	1573
3370730	177	219	275	432	549	707	833	965	1099	1283
3370740	176	217	272	428	544	701	826	957	1090	1273
3370750	81	101	127	207	272	366	446	527	614	730
3370760	113	130	151	204	239	282	312	341	371	407
3370770	173	201	235	320	376	445	494	540	590	649
3370780	1239	1485	1832	2813	3547	4552	5404	6247	7137	8413
3370850	97	118	147	227	286	362	420	485	544	636
3370870	52	69	96	184	260	376	479	595	729	936
3370900	85	108	141	239	323	448	560	678	810	992
3370910	203	246	300	441	541	672	775	881	989	1135
3370920	141	171	207	302	366	450	515	583	650	740
3370930	147	187	247	432	585	803	995	1193	1407	1725
3370950	5	6	8	13	18	25	31	38	46	57
3370960	38	48	61	99	129	169	201	235	271	319
3370970	213	261	324	497	624	796	932	1074	1220	1418
3370980	76	94	116	175	216	270	312	355	398	457
3370990	105	131	165	260	332	430	508	590	674	790
3371000	68	80	95	132	157	188	211	232	254	281
3371020	247	293	353	513	626	771	879	1000	1108	1277
3371030	82	101	127	199	251	321	374	432	486	568
3371040	69	85	107	170	217	281	332	386	442	519
3371050	155	195	254	434	581	786	967	1152	1349	1642
3371060	32	40	52	85	111	147	176	207	239	284
3371130	162	201	259	431	568	759	926	1095	1275	1540
4001040	512	613	743	1099	1358	1703	1968	2268	2545	2976
4001970	8674	10284	12455	18546	23026	29233	34227	39298	44807	52398
4017120	2668	3157	3769	5414	6572	8077	9198	10482	11599	13370
4021800	11215	13256	15992	23650	29314	37182	43452	49874	56915	66541
4023370	12068	14079	16765	24128	29485	36853	42641	48531	54985	63694
4024330	12344	14466	17302	25140	30877	38801	45066	51455	58455	67956
4025690	460	535	630	882	1059	1290	1464	1639	1827	2068
4029210	27556	30752	34431	44094	50574	58842	64753	71835	77342	86517
4034310	3862	4620	5643	8520	10647	13585	15921	18311	20905	24457
4035190	420	489	574	783	920	1090	1211	1327	1452	1601
4038470	1368	1652	2018	3022	3752	4721	5462	6306	7073	8279
4039860	515	618	749	1109	1371	1721	1989	2293	2573	3010
4044050	4145	4836	5724	7992	9563	11651	13190	14759	16476	18695
4044940	9	9	10	12	13	14	14	14	15	15
4046860	10911	12377	14341	19501	23152	28066	31780	35532	39655	45031
4048050	2384	2982	3845	6476	8560	11518	14080	16699	19522	23660
4053701	10661	12204	14263	19742	23643	28922	32960	37043	41518	47417
4206450	73	86	103	147	177	216	245	274	304	343
4318000	305	365	440	625	746	896	1006	1110	1222	1357
4415010	20	24	30	46	59	76	89	103	118	139
4415130	2	3	3	5	7	8	10	11	13	15
4416050	44283	51210	60695	86172	105373	131259	153036	178147	203305	241458
4418010	6184	7338	8774	12626	15317	18787	21359	24318	26858	30926
4418020	6193	7350	8790	12652	15351	18829	21408	24376	26923	31002
4418040	2575	3034	3607	5144	6222	7627	8671	9868	10906	12551
4418080	1374	1651	2004	2972	3671	4599	5305	6111	6838	7982
4418100	515	620	754	1123	1391	1750	2025	2337	2624	3074
4418180	90	110	138	215	274	356	420	493	564	671
4423050	29	35	44	66	83	107	125	145	164	194
4423070	7	8	10	14	17	21	24	27	30	35
4424060	6	6	7	7	8	8	8	8	8	8
4424070	37	43	50	65	74	84	91	96	102	109
4424080	28	36	46	77	102	136	163	191	220	259
4424090	157	188	227	325	391	473	534	597	657	736
4424100	54	82	121	250	357	518	661	814	985	1236
4424130	35	40	46	58	65	72	77	81	85	89
4424150	12	13	14	17	19	20	21	22	23	24
4424170	181	213	253	354	421	506	568	628	693	772
4425030	1093	1314	1599	2383	2957	3726	4316	4990	5604	6567
4426060	300	351	415	585	703	858	974	1091	1215	1377
4426070	465	541	636	889	1068	1300	1475	1651	1840	2083
4426080	1813	2096	2445	3384	4051	4926	5587	6317	7009	8042
4426090	1793	2069	2407	3316	3961	4807	5446	6150	6818	7812
4426100	6854	7781	8903	11891	14012	16801	18891	21335	23424	26803
4426120	4451	5105	5915	8074	9621	11649	13181	14958	16503	18995
4426130	26	30	36	52	64	80	92	106	119	139
4426150	11	12	14	20	24	30	34	39	44	51
4426180	426	484	557	751	890	1073	1210	1367	1506	1725
4426190	415	472	544	737	874	1056	1192	1347	1486	1703
4426200	341	393	459	635	761	928	1054	1197	1326	1528
4426210	254	293	343	478	575	705	803	915	1016	1173
4426250	2406	2755	3182	4313	5099	6096	6837	7686	8412	9595
4426270	41	48	57	81	98	120	137	155	172	198
4426280	475	562	675	980	1203	1502	1730	1990	2227	2597
4426340	0	0	0	0	0	0	0	0	0	0
4426350	62	102	162	410	657	1089	1519	2024	2638	3625
4426380	91	147	227	527	797	1234	1644	2101	2634	3452
4426390	237	391	620	1557	2482	4094	5699	7576	9871	13556
4426400	32	52	82	203	320	521	717	943	1213	1641
4426410	205	332	516	1212	1846	2891	3885	5001	6320	8364
4431020	11836	13769	16348	23387	28489	35488	40964	46530	52628	60827
4431030	12227	14315	17106	24806	30433	38198	44330	50578	57425	66705
4433010	8298	9144	10196	13062	15118	17901	19959	22245	24465	27640
4433020	8238	9071	10108	12933	14960	17703	19731	21983	24169	27295
4433030	8202	9028	10056	12860	14872	17597	19610	21846	24019	27121
4433040	8593	9461	10542	13484	15595	18451	20562	22904	25182	28432
4433050	8646	9521	10608	13568	15691	18560	20679	23033	25317	28580
4433060	9023	9930	11053	14109	16297	19252	21432	23862	26203	29565
4433072	2423	2835	3367	4762	5743	7056	8034	9034	10127	11548
4433130	19	22	27	38	45	53	60	65	71	79
4434070	16770	18611	21008	27298	31731	37681	42093	46735	51568	58076
4437280	1202	1458	1794	2720	3390	4317	5028	5774	6579	7675
4443130	96	165	273	736	1207	2045	2890	3889	5108	7084
4443140	76	130	215	578	947	1600	2257	3033	3977	5503
4443160	9	12	15	24	30	38	44	50	56	64
4443590	38	47	57	82	98	118	132	145	159	175
4445050	56	97	160	436	722	1236	1759	2384	3150	4397
4454080	9	10	11	14	15	17	18	19	19	20
4454100	20	32	50	121	188	298	403	523	662	878
4454190	58	69	82	113	131	153	168	182	196	213
4454200	39	45	53	72	83	96	105	114	122	132
4454220	106	124	146	199	233	274	304	331	360	395
4454240	224	257	298	397	460	538	593	644	700	766
4454290	121	138	159	211	243	282	310	335	362	394
5035790	656	832	1091	1890	2535	3451	4248	5068	5950	7253
5035800	192	245	325	573	777	1065	1318	1579	1859	2274
5035810	460	581	760	1308	1749	2373	2915	3471	4068	4949
5035820	51	67	91	169	235	330	414	501	596	738
5035830	32	42	57	105	145	201	251	302	356	437
5223060	3	4	5	8	10	13	16	19	21	25
5228720	572	719	906	1485	1950	2578	3103	3636	4207	4969
5228730	30722	36161	43024	61456	74915	91776	105601	119913	134779	154704
5500939	262	327	422	723	984	1383	1735	2145	2599	3313
5501009	391	486	625	1062	1441	2017	2525	3132	3773	4803
5502319	168	209	269	463	633	895	1129	1402	1713	2203
5502359	847	1024	1278	2057	2722	3718	4577	5661	6654	8326
5502389	291	358	453	750	1002	1377	1700	2071	2466	3073
5502439	1296	1545	1899	2944	3804	5061	6115	7618	8606	10556
5502479	2314	2770	3416	5311	6862	9122	11006	13778	15464	18949
5502509	855	1027	1274	2028	2670	3627	4450	5492	6429	8013
5502541	411	499	625	1010	1335	1814	2221	2691	3173	3917
5502542	411	499	625	1010	1335	1813	2220	2690	3173	3916
5502580	721	870	1081	1726	2269	3064	3735	4499	5294	6494
5510021	1455	1754	2144	3209	3975	5031	5836	6677	7588	8818
5510041	1573	1878	2272	3306	4027	4998	5724	6472	7278	8346
5510042	1573	1878	2272	3307	4027	4999	5725	6474	7280	8348
5510061	1154	1379	1669	2420	2936	3624	4134	4655	5211	5943
5510062	1154	1379	1669	2420	2936	3625	4135	4656	5213	5944
5510272	288	340	406	577	695	847	961	1073	1195	1347
5510329	673	787	926	1272	1502	1792	2005	2209	2434	2707
5510530	91	110	133	192	232	281	317	352	388	433
5510551	18901	22360	27020	39905	49244	62165	72653	83199	94561	110367
5510552	18902	22360	27021	39907	49246	62168	72657	83203	94566	110373
5510780	301	354	421	586	697	835	934	1030	1133	1257
5511161	239	299	388	660	883	1199	1477	1765	2073	2532
5511162	239	299	388	661	883	1200	1478	1766	2075	2534
5511191	1376	1657	2057	3214	4106	5349	6422	7500	8644	10308
5511221	167	212	279	489	662	910	1129	1355	1599	1964
5511222	167	213	280	491	666	915	1135	1364	1610	1977
5511271	138	171	218	355	459	601	720	839	964	1145
5511300	342	432	565	976	1313	1794	2217	2656	3127	3829
5511321	1143	1408	1791	2934	3836	5107	6210	7334	8535	10297
5511322	1141	1407	1789	2930	3830	5099	6201	7322	8521	10280
5511350	224	279	359	597	783	1041	1263	1488	1726	2074
5511460	195	248	325	563	756	1029	1269	1515	1779	2171
5511480	173	217	283	479	636	855	1044	1237	1442	1743
5511521	811	996	1261	2043	2654	3505	4239	4982	5772	6925
5511522	811	996	1261	2044	2654	3506	4241	4984	5775	6929
5511580	945	1149	1442	2298	2965	3896	4701	5514	6378	7639
5511590	627	778	998	1668	2211	2985	3666	4369	5123	6242
5511610	1026	1259	1596	2605	3410	4551	5548	6569	7661	9273
5511620	1025	1256	1589	2583	3372	4489	5463	6459	7522	9089
5511630	172	220	290	510	692	953	1184	1424	1682	2068
5511750	389	477	604	969	1249	1632	1959	2284	2628	3125
5512119	3467	4107	4999	7508	9374	11943	14125	16283	18563	21827
5512129	410	501	630	1001	1282	1666	1992	2316	2657	3149
5512331	1021	1234	1534	2391	3036	3918	4666	5409	6192	7318
5512332	1022	1235	1536	2394	3039	3923	4672	5416	6202	7330
5512520	174	214	271	434	557	722	862	1001	1146	1355
5512761	739	901	1106	1628	1976	2436	2776	3120	3483	3960
5512841	902	1077	1299	1853	2220	2698	3046	3396	3766	4246
5512842	902	1077	1299	1854	2220	2699	3047	3398	3768	4249
5512930	70	83	99	142	170	206	233	259	286	320
5513009	8726	9917	11351	15169	17871	21437	24103	27231	29890	34182
5513059	1866	2242	2725	3996	4884	6083	6984	7911	8912	10242
5513219	5584	6666	8186	12629	16268	21545	25897	32073	36084	43897
5513309	934	1119	1385	2201	2901	3952	4858	5968	7045	8796
5513329	1239	1503	1878	3015	3971	5377	6566	8009	9361	11539
5513381	249	297	365	571	743	996	1210	1466	1707	2092
5513452	371	441	541	846	1104	1487	1815	2226	2595	3212
5513549	2545	3002	3642	5479	6952	9055	10766	13373	14711	17697
5513700	83	102	127	199	252	323	377	438	494	580
5513750	19	24	30	46	59	75	88	102	115	134
5513779	216	266	333	519	657	839	978	1135	1278	1498
5514299	296	371	481	830	1134	1596	2003	2474	3001	3823
5514319	1613	1919	2352	3607	4619	6081	7292	9195	10146	12372
5515222	2693	3216	3955	6160	8000	10701	12968	15979	18326	22499
5515281	544	654	810	1289	1694	2293	2802	3388	3997	4928
5515282	545	655	811	1290	1696	2295	2804	3390	3999	4931
5515312	137	168	211	346	459	627	771	933	1107	1371
5515539	1284	1602	2060	3473	4671	6448	7969	9783	11591	14462
5515800	173	214	268	420	534	690	811	948	1077	1276
5515830	652	795	983	1500	1876	2371	2748	3174	3564	4173
5515910	238	288	354	534	664	835	965	1110	1244	1452
5515920	185	225	279	429	541	693	812	945	1071	1265
5515939	1461	1758	2137	3177	3933	4937	5706	6584	7384	8646
5515960	148	180	222	340	430	554	652	763	869	1033
5516060	120	145	178	269	338	432	506	589	668	788
5516091	4	4	6	8	11	14	16	19	21	25
5516140	122	146	178	265	330	418	485	562	633	742
5516840	678	809	975	1403	1694	2076	2359	2642	2947	3337
5516881	2283	2706	3254	4659	5624	6910	7857	8828	9869	11234
5516911	437	527	641	927	1116	1359	1535	1709	1892	2126
5516912	436	526	640	926	1115	1357	1533	1708	1890	2124
5521360	14	19	27	53	75	109	139	171	206	259
5521370	452	571	745	1275	1696	2287	2798	3318	3874	4691
5521380	313	390	504	866	1186	1680	2123	2647	3232	4167
5521400	150	187	242	418	575	820	1042	1308	1607	2093
5521420	137	174	228	403	554	785	990	1227	1494	1911
5521450	235	297	388	678	931	1315	1656	2050	2491	3181
5521470	629	777	993	1666	2245	3125	3897	4879	5803	7378
5521482	72	91	118	207	287	411	524	658	813	1062
5521490	89	111	145	254	350	501	638	799	986	1284
5521540	54	68	88	154	214	307	393	495	612	803
5521820	181	218	271	435	576	785	966	1186	1400	1749
5521830	305	366	454	723	950	1286	1573	1935	2258	2802
5521840	308	370	460	732	963	1304	1596	1963	2293	2847
5521850	238	294	376	637	867	1221	1536	1903	2321	2977
5521980	182	221	275	425	537	687	813	937	1066	1251
5523070	190	238	309	524	699	946	1163	1386	1624	1977
5523100	766	949	1215	2024	2678	3612	4435	5282	6192	7543
5523120	427	524	664	1075	1397	1844	2231	2622	3037	3643
5523150	610	745	940	1508	1953	2571	3104	3644	4216	5052
5523170	421	517	656	1068	1391	1843	2234	2630	3051	3668
5523180	362	448	574	948	1247	1667	2033	2407	2805	3391
5523190	767	949	1214	2016	2664	3587	4398	5233	6129	7458
5523200	975	1183	1480	2345	3015	3948	4753	5564	6424	7678
5523280	1979	2346	2810	4049	4912	6012	6823	7745	8540	9809
5523520	800	939	1111	1533	1809	2160	2414	2663	2931	3265
5523610	16884	20923	27044	44506	58691	78165	95610	114714	135872	166035
5523640	1997	2544	3341	5828	7949	11113	13830	16994	20327	25500
5523650	370	476	630	1119	1537	2162	2702	3313	3993	5027
5523660	1020	1263	1605	2580	3372	4472	5420	6408	7473	8908
5523670	188	236	307	514	688	943	1170	1411	1676	2040
5523780	192	235	293	453	572	733	856	996	1126	1328
5523800	192	235	293	453	572	733	856	996	1127	1328
5523810	189	232	289	448	565	724	846	984	1114	1313
5523820	265	308	362	504	602	727	819	921	1011	1151
5523840	622	758	936	1434	1809	2327	2734	3200	3640	4324
5523940	358	445	572	956	1266	1706	2092	2488	2912	3540
5524070	674	757	862	1121	1295	1513	1669	1819	1986	2183
5524080	325	412	541	942	1274	1749	2170	2607	3078	3781
5524130	4299	5178	6402	9878	12437	15944	18885	21789	24867	29245
5524140	1075	1267	1511	2161	2613	3186	3609	4086	4501	5162
5524200	569	684	833	1239	1528	1903	2185	2502	2786	3231
5524220	54	67	82	128	166	219	264	308	356	418
5524450	541	648	786	1161	1428	1774	2033	2325	2586	2996
5524490	143	175	223	376	513	727	921	1163	1421	1854
5524530	342	385	438	579	676	802	893	997	1086	1226
5524540	86	101	120	173	210	258	294	334	371	428
5524550	497	582	689	975	1175	1430	1620	1834	2023	2324
5524560	982	1133	1320	1817	2162	2601	2926	3295	3615	4131
5524570	224	263	314	451	547	671	763	866	958	1104
5524580	315	389	497	841	1143	1604	2013	2487	3024	3863
5524660	379	478	623	1066	1441	1995	2476	3007	3594	4458
5524670	36	47	62	109	150	210	262	319	384	482
5524690	438	561	744	1320	1791	2466	3058	3670	4332	5315
5524700	7954	9702	12003	18574	23661	30230	35727	41374	47319	55233
5524780	497	596	723	1067	1312	1630	1868	2136	2376	2751
5524890	292	363	457	737	965	1282	1550	1824	2117	2506
5524900	267	332	418	674	882	1171	1417	1666	1934	2290
5524960	99	115	136	193	234	286	326	371	411	474
5524970	14617	16714	19219	25772	30190	35762	39775	44478	48259	54468
5524980	122	143	171	247	302	376	432	496	554	643
5524990	5	6	7	10	13	15	18	20	22	26
5525000	22	26	31	44	53	65	74	82	91	101
5525010	299	354	425	617	753	927	1057	1203	1333	1538
6001320	12107	14103	16851	24523	30161	37981	44618	51163	58090	67958
6009120	1398	1686	2052	2997	3642	4501	5139	5789	6484	7399
6009130	312	381	470	697	846	1042	1185	1328	1477	1673
6009140	328	402	496	735	893	1100	1251	1403	1561	1768
6012230	18732	21071	24170	32165	37517	44724	50636	56190	62006	69959
6012270	2985	3494	4196	6110	7491	9359	10924	12447	14043	16298
6012280	404	508	659	1127	1510	2057	2540	3040	3578	4379
6012290	187	238	314	554	754	1042	1297	1564	1852	2284
6012300	408	510	658	1109	1471	1983	2431	2890	3381	4108
6041450	15134	17171	19887	26982	31802	38297	43641	48701	54003	61300
6046330	2	2	2	3	4	5	5	6	6	7
6050680	1789	2150	2661	4132	5258	6823	8167	9514	10943	13013
6060710	1763	2112	2604	4010	5077	6552	7814	9073	10406	12329
6062762	18930	21263	24350	32292	37590	44720	50564	56045	61782	69617
6062840	10	13	18	34	47	67	84	103	123	153
6064830	187	233	299	496	652	867	1053	1242	1441	1734
6064850	15289	17389	20196	27577	32626	39445	45070	50416	56022	63761
6064860	477	588	746	1212	1575	2079	2512	2949	3413	4090
